상가업소번호	상호명	지점명	상권업종대분류코드	상권업종대분류명	상권업종중분류코드	상권업종중분류명	상권업종소분류코드	상권업종소분류명	표준산업분류코드	표준산업분류명	시도코드	시도명	시군구코드	시군구명	행정동코드	행정동명	법정동코드	법정동명	지번코드	대지구분코드	대지구분명	지번본번지	지번부번지	지번주소	도로명코드	도로명	건물본번지	건물부번지	건물관리번호	건물명	도로명주소	구우편번호	신우편번호	동정보	층정보	호정보	경도	위도
28523933	처가방		Q	음식	Q10	별식/퓨전요리	Q10A02	샤브샤브전문	I56111	한식 음식점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529				127.1120708	37.39278456
20786763	백현		L	부동산	L01	부동산중개	L01A01	부동산중개	L68221	부동산 자문 및 중개업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	556		경기도 성남시 분당구 백현동 556	4.11353E+11	경기도 성남시 분당구 판교역로	98		4.11351E+24	백현마을7단지아파트	경기도 성남시 분당구 판교역로 98	463887	13532		1		127.1107564	37.38933257
21987652	도미솔피아노		R	학문/교육	R05	학원-음악미술무용	R05A02	피아노/바이올린/기타	P85620	예술 학원	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	558		경기도 성남시 분당구 백현동 558	4.11353E+11	경기도 성남시 분당구 판교역로	72		4.11351E+24	백현마을8단지아파트	경기도 성남시 분당구 판교역로 72	463888	13536				127.1106265	37.38694374
15516859	그리너리네일		F	생활서비스	F01	이/미용/건강	F01A02	발/네일케어	S96119	기타미용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	582	8	경기도 성남시 분당구 백현동 582-8	4.11353E+11	경기도 성남시 분당구 판교역로	6	2	4.11351E+24		경기도 성남시 분당구 판교역로 6-2	463420	13536				127.1122331	37.38381105
28501265	큰집쭈꾸미보리밥		Q	음식	Q03	일식/수산물	Q03A13	낙지/오징어	I56111	한식 음식점업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	504	3	경기도 성남시 분당구 백현동 504-3	4.11353E+11	경기도 성남시 분당구 판교백현로	87		4.11351E+24		경기도 성남시 분당구 판교백현로 87	463410	13541		1		127.0895635	37.38339541
28523869	바비브라운	현대백화점판교점	D	소매	D16	화장품소매	D16A01	화장품판매점	G47813	화장품 및 방향제 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529				127.1120708	37.39278456
20982407	제이드앤코		D	소매	D07	가정/주방/인테리어	D07A02	주방용품	G47592	식탁 및 주방용품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	605	7	경기도 성남시 분당구 백현동 605-7	4.11354E+11	경기도 성남시 분당구 동판교로52번길	13	7	4.11351E+24		경기도 성남시 분당구 동판교로52번길 13-7	463420	13535				127.1152114	37.38693308
25279976	머시주스		Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24		경기도 성남시 분당구 판교역로146번길 20	463420	13529		1		127.1136048	37.38911067
20998490	주주플라워		D	소매	D02	선물/팬시/기념품	D02A02	꽃집/꽃배달	G47851	화초 및 산식물 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	472	65	경기도 성남시 분당구 백현동 472-65	4.11353E+11	경기도 성남시 분당구 대왕판교로	411		4.11351E+24		경기도 성남시 분당구 대왕판교로 411	463410	13543				127.1017039	37.3804336
24611605	아우토제이		F	생활서비스	F14	자동차/이륜차	F14A01	자동차정비/카센타			41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	588	7	경기도 성남시 분당구 백현동 588-7	4.11354E+11	경기도 성남시 분당구 동판교로52번길	25	13	4.11351E+24		경기도 성남시 분당구 동판교로52번길 25-13	463420	13535				127.1137507	37.38535427
20929573	꽃배달서비스		D	소매	D02	선물/팬시/기념품	D02A02	꽃집/꽃배달	G47851	화초 및 산식물 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	410	1	경기도 성남시 분당구 백현동 410-1	4.11353E+11	경기도 성남시 분당구 대왕판교로	396		4.11351E+24		경기도 성남시 분당구 대왕판교로 396	463410	13543		1		127.102658	37.37901714
28486483	궁중왕족발		Q	음식	Q01	한식	Q01A08	족발/보쌈전문	I56111	한식 음식점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	587	1	경기도 성남시 분당구 백현동 587-1	4.11354E+11	경기도 성남시 분당구 동판교로52번길	19	6	4.11351E+24		경기도 성남시 분당구 동판교로52번길 19-6	463420	13535		1		127.1142976	37.38589901
16165459	고은콜라겐	분당점	D	소매	D16	화장품소매	D16A01	화장품판매점	G47813	화장품 및 방향제 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	561	1	경기도 성남시 분당구 백현동 561-1	4.11354E+11	경기도 성남시 분당구 판교역로2번길	35		4.11351E+24		경기도 성남시 분당구 판교역로2번길 35	463420	13536				127.1119448	37.38623279
25817229	스카이프로맞춤골프		D	소매	D14	운동/경기용품소매	D14A06	골프용품판매	G47631	운동 및 경기용품 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	485	1	경기도 성남시 분당구 백현동 485-1	4.11353E+11	경기도 성남시 분당구 판교백현로	25		4.11351E+24		경기도 성남시 분당구 판교백현로 25	463410	13539		1		127.0963446	37.38196064
28489601	비비올라치킨		D	소매	D06	가방/신발/액세서리	D06A02	구두제화/캐주얼화	G47420	신발 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	564		경기도 성남시 분당구 백현동 564	4.11354E+11	경기도 성남시 분당구 판교역로10번길	29		4.11351E+24		경기도 성남시 분당구 판교역로10번길 29	463420	13536		2		127.1114139	37.38624682
28523834	이스팀	현대백화점판교점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529				127.1120708	37.39278456
16165601	크록스현대	판교점	D	소매	D06	가방/신발/액세서리	D06A01	신발소매	G47420	신발 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		5		127.1120708	37.39278456
15533909	닥터헤어플러스		F	생활서비스	F01	이/미용/건강	F01A01	여성미용실	S96112	두발미용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	600		경기도 성남시 분당구 백현동 600	4.11353E+11	경기도 성남시 분당구 동판교로	52		4.11351E+24	제이스타빌딩	경기도 성남시 분당구 동판교로 52	463420	13535				127.1146144	37.38776662
9160407	CU	판교SK허브점	D	소매	D03	종합소매점	D03A01	편의점	G47122	체인화 편의점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	529		경기도 성남시 분당구 백현동 529	4.11353E+11	경기도 성남시 분당구 판교역로	109		4.11351E+24	SKHUB오피스텔	경기도 성남시 분당구 판교역로 109	463420	13531	A			127.1086149	37.39088432
16165376	파파원		D	소매	D06	가방/신발/액세서리	D06A05	액세서리판매	G47419	기타 섬유, 직물 및 의복액세서리 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	595	3	경기도 성남시 분당구 백현동 595-3	4.11354E+11	경기도 성남시 분당구 동판교로52번길	26		4.11351E+24		경기도 성남시 분당구 동판교로52번길 26	463420	13535				127.1135564	37.38650619
16165353	제이씨글로벌		D	소매	D07	가정/주방/인테리어	D07A17	주방가구판매	G47520	가구 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	529		경기도 성남시 분당구 백현동 529	4.11353E+11	경기도 성남시 분당구 판교역로	109		4.11351E+24	SKHUB오피스텔	경기도 성남시 분당구 판교역로 109	463420	13531	B	2		127.1086149	37.39088432
24595601	온누리꽃식물원		D	소매	D02	선물/팬시/기념품	D02A02	꽃집/꽃배달	G47851	화초 및 산식물 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	410	1	경기도 성남시 분당구 백현동 410-1	4.11353E+11	경기도 성남시 분당구 대왕판교로	396		4.11351E+24		경기도 성남시 분당구 대왕판교로 396	463410	13543				127.102658	37.37901714
23518157	베리제프베이킹스튜디오		D	소매	D18	사진/광학/정밀기기소매	D18A03	카메라판매	G47823	사진기 및 사진용품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	578	1	경기도 성남시 분당구 백현동 578-1	4.11354E+11	경기도 성남시 분당구 판교역로14번길	16		4.11351E+24		경기도 성남시 분당구 판교역로14번길 16	463420	13536		3		127.1114077	37.38485912
24987433	쿠레레하우스		R	학문/교육	R01	학원-보습교습입시	R01A01	학원-입시	P85501	일반 교과 학원	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	593	3	경기도 성남시 분당구 백현동 593-3	4.11354E+11	경기도 성남시 분당구 동판교로52번길	13	8	4.11351E+24		경기도 성남시 분당구 동판교로52번길 13-8	463420	13535		1		127.1151689	37.38670749
16100221	호밀브레드하우스		Q	음식	Q08	제과제빵떡케익	Q08A01	제과점	I56191	제과점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	554		경기도 성남시 분당구 백현동 554	4.11353E+11	경기도 성남시 분당구 판교역로	102		4.11351E+24	백현마을5단지아파트	경기도 성남시 분당구 판교역로 102	463885	13532		1		127.1122244	37.38933459
25818290	녹색공간		D	소매	D02	선물/팬시/기념품	D02A02	꽃집/꽃배달	G47851	화초 및 산식물 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	472	91	경기도 성남시 분당구 백현동 472-91	4.11353E+11	경기도 성남시 분당구 대왕판교로	374		4.11351E+24		경기도 성남시 분당구 대왕판교로 374	463410	13543		1		127.1022518	37.37709476
23492207	치킨더샵		Q	음식	Q05	닭/오리요리	Q05A08	후라이드/양념치킨	I56193	치킨 전문점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	545		경기도 성남시 분당구 백현동 545	4.11353E+11	경기도 성남시 분당구 동판교로	122		4.11351E+24	백현마을2단지아파트	경기도 성남시 분당구 동판교로 122	463882	13527		1		127.1196393	37.3926249
16119344	화덕에구운족발		Q	음식	Q01	한식	Q01A08	족발/보쌈전문	I56111	한식 음식점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	589	1	경기도 성남시 분당구 백현동 589-1	4.11354E+11	경기도 성남시 분당구 동판교로52번길	21	2	4.11351E+24		경기도 성남시 분당구 동판교로52번길 21-2	463420	13535				127.1137852	37.38625561
16507861	게스언더웨어현대	판교점	D	소매	D05	의복의류	D05A07	셔츠/내의/속옷			41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		4		127.1120708	37.39278456
16101543	지우별		D	소매	D17	예술품/골동품/수석/분재	D17A01	예술품/골동품소매	G47841	예술품 및 골동품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	529		경기도 성남시 분당구 백현동 529	4.11353E+11	경기도 성남시 분당구 판교역로	109		4.11351E+24	SKHUB오피스텔	경기도 성남시 분당구 판교역로 109	463420	13531		1		127.1086149	37.39088432
20799621	토마토피아노		R	학문/교육	R05	학원-음악미술무용	R05A02	피아노/바이올린/기타	P85620	예술 학원	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	542		경기도 성남시 분당구 백현동 542	4.11353E+11	경기도 성남시 분당구 동판교로	123		4.11351E+24	백현마을1단지판교푸르지오그랑블아파트	경기도 성남시 분당구 동판교로 123	463881	13528				127.1136099	37.39347192
28523603	네스프레소부티크현대판교점	현대판교점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		1		127.1120708	37.39278456
16101804	현대판교고세		D	소매	D06	가방/신발/액세서리	D06A02	구두제화/캐주얼화	G47420	신발 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		2		127.1120708	37.39278456
16102169	번역회사S번역원		F	생활서비스	F11	개인서비스	F11A05	번역/통역서비스	M73902	번역 및 통역서비스업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	403	3	경기도 성남시 분당구 백현동 403-3	4.11354E+11	경기도 성남시 분당구 대왕판교로395번길	14		4.11351E+24		경기도 성남시 분당구 대왕판교로395번길 14	463410	13543		2		127.1007246	37.37828159
16118429	까르띠에	현대백화점판교점	D	소매	D26	시계/귀금속소매	D26A01	시계/귀금속	G47830	시계 및 귀금속 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		13		127.1120708	37.39278456
25365650	카페비아엠	비아엠	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		2		127.1120708	37.39278456
15587440	드림뷰렌트카		F	생활서비스	F07	물품기기대여	F07A11	렌트카	L69110	자동차 임대업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	402		경기도 성남시 분당구 백현동 402	4.11354E+11	경기도 성남시 분당구 대왕판교로385번길	8		4.11351E+24		경기도 성남시 분당구 대왕판교로385번길 8	463420	13543		2		127.1009851	37.3782205
16221454	얼리버드		F	생활서비스	F01	이/미용/건강	F01A04	남성미용실	S96111	이용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	578	7	경기도 성남시 분당구 백현동 578-7	4.11354E+11	경기도 성남시 분당구 판교역로10번길	5		4.11351E+24		경기도 성남시 분당구 판교역로10번길 5	463420	13536		1		127.1113938	37.38412013
25468527	마이알레	현대백화점판교점	Q	음식	Q12	커피점/카페	Q12A01	커피전문점/카페/다방	I56220	비알콜 음료점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		5		127.1120708	37.39278456
24111202	빅슬램골프		D	소매	D14	운동/경기용품소매	D14A01	운동/경기용품	G47631	운동 및 경기용품 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	511	25	경기도 성남시 분당구 백현동 511-25	4.11353E+11	경기도 성남시 분당구 판교백현로	161		4.11351E+24		경기도 성남시 분당구 판교백현로 161	463410	13541				127.0819813	37.38196716
28449445	봉우리네트웍스		Q	음식	Q06	양식	Q06A07	기타전문서양음식점	I56114	서양식 음식점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529				127.1120708	37.39278456
12212956	프리맥스컨설팅		F	생활서비스	F13	기타서비스업	F13A01	사업경영상담	M71531	경영컨설팅업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	373	1	경기도 성남시 분당구 백현동 373-1	4.11354E+11	경기도 성남시 분당구 대왕판교로385번길	13	4	4.11351E+24	동양라샹스	경기도 성남시 분당구 대왕판교로385번길 13-4	463410	13543				127.0999212	37.37748253
27735033	현천닥스		D	소매	D06	가방/신발/액세서리	D06A10	가방/가죽제품소매	G47430	가방 및 기타 가죽제품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24		경기도 성남시 분당구 판교역로146번길 20	463420	13529				127.1136048	37.38911067
23250308	홈플러스익스프레스점	프레스점	D	소매	D03	종합소매점	D03A02	수퍼마켓	G47121	슈퍼마켓	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	551		경기도 성남시 분당구 백현동 551	4.11353E+11	경기도 성남시 분당구 동판교로	59		4.11351E+24	자유퍼스트프라자1	경기도 성남시 분당구 동판교로 59	463420	13533		1		127.1150256	37.38832836
26101806	더마이부		F	생활서비스	F01	이/미용/건강	F01A01	여성미용실	S96112	두발미용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		3		127.1120708	37.39278456
28386050	에이메디칼		D	소매	D20	의약/의료품소매	D20A01	의료용품소매	G47811	의약품 및 의료용품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	592	2	경기도 성남시 분당구 백현동 592-2	4.11354E+11	경기도 성남시 분당구 동판교로52번길	17	3	4.11351E+24		경기도 성남시 분당구 동판교로52번길 17-3	463420	13535		1		127.1149229	37.38649841
27308771	우리음료상사		D	소매	D01	음/식료품소매	D01A01	식료품점	G47219	기타 식료품 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	545		경기도 성남시 분당구 백현동 545	4.11353E+11	경기도 성남시 분당구 동판교로	122		4.11351E+24	백현마을2단지아파트	경기도 성남시 분당구 동판교로 122	463882	13527				127.1196393	37.3926249
20799670	동판교랜드		L	부동산	L01	부동산중개	L01A01	부동산중개	L68221	부동산 자문 및 중개업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	542		경기도 성남시 분당구 백현동 542	4.11353E+11	경기도 성남시 분당구 동판교로	123		4.11351E+24	백현마을1단지판교푸르지오그랑블아파트	경기도 성남시 분당구 동판교로 123	463881	13528				127.1136099	37.39347192
25030572	다온정보		D	소매	D08	사무/문구/컴퓨터	D08A04	컴퓨터/주변기기	G47311	컴퓨터 및 주변장치, 소프트웨어 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	546		경기도 성남시 분당구 백현동 546	4.11353E+11	경기도 성남시 분당구 동판교로	92		4.11351E+24	백현마을3단지	경기도 성남시 분당구 동판교로 92	463420	13534	316			127.1162657	37.38754469
12109303	모가떡볶이		Q	음식	Q04	분식	Q04A01	라면김밥분식	I56194	분식 및 김밥 전문점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	546		경기도 성남시 분당구 백현동 546	4.11353E+11	경기도 성남시 분당구 동판교로	92		4.11351E+24	백현마을3단지	경기도 성남시 분당구 동판교로 92	463420	13534		1		127.1162657	37.38754469
23737033	에스케이허브지에스25		D	소매	D03	종합소매점	D03A01	편의점	G47122	체인화 편의점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	529		경기도 성남시 분당구 백현동 529	4.11353E+11	경기도 성남시 분당구 판교역로	109		4.11351E+24	SKHUB오피스텔	경기도 성남시 분당구 판교역로 109	463420	13531	A			127.1086149	37.39088432
25313591	이스팀현대백화점	판교점	D	소매	D03	종합소매점	D03B01	백화점	G47111	백화점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	541		경기도 성남시 분당구 백현동 541	4.11354E+11	경기도 성남시 분당구 판교역로146번길	20		4.11351E+24	현대백화점판교점	경기도 성남시 분당구 판교역로146번길 20	463420	13529		1		127.1120708	37.39278456
17549328	워시프렌즈셀프빨래방SK허브	판교점	F	생활서비스	F02	세탁/가사서비스	F02A01	세탁소/빨래방	S96912	가정용 세탁업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	529		경기도 성남시 분당구 백현동 529	4.11353E+11	경기도 성남시 분당구 판교역로	109		4.11351E+24	SKHUB오피스텔	경기도 성남시 분당구 판교역로 109	463420	13531	B	지		127.1086113	37.39119066
9092170	YES헤어숍		F	생활서비스	F01	이/미용/건강	F01A01	여성미용실	S96112	두발미용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	560	2	경기도 성남시 분당구 백현동 560-2	4.11354E+11	경기도 성남시 분당구 판교역로2번길	36		4.11351E+24		경기도 성남시 분당구 판교역로2번길 36	463420	13536		1		127.1118406	37.38644826
12341187	CU	백현카페거리점	D	소매	D03	종합소매점	D03A01	편의점	G47122	체인화 편의점	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	579		경기도 성남시 분당구 백현동 579	4.11354E+11	경기도 성남시 분당구 판교역로50번길	30		4.11351E+24		경기도 성남시 분당구 판교역로50번길 30	463420	13536		3		127.1117209	37.38511377
25200777	제주햇빛발전소		L	부동산	L03	분양	L03A01	주택공급	L68121	주거용 건물 개발 및 공급업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	404	6	경기도 성남시 분당구 백현동 404-6	4.11354E+11	경기도 성남시 분당구 대왕판교로395번길	8		4.11351E+24		경기도 성남시 분당구 대왕판교로395번길 8	463410	13543		1		127.101034	37.37885162
26077862	늘푸름이있는곳		D	소매	D02	선물/팬시/기념품	D02A02	꽃집/꽃배달	G47851	화초 및 산식물 소매업	41	경기도	41135	성남시 분당구	4113565000	판교동	4113511000	백현동	4.11351E+18	1	대지	472	123	경기도 성남시 분당구 백현동 472-123	4.11353E+11	경기도 성남시 분당구 대왕판교로	421		4.11351E+24		경기도 성남시 분당구 대왕판교로 421	463410	13543		1		127.101647	37.38141534
9089420	PELETERIA		D	소매	D05	의복의류	D05A11	가죽/모피의류	G47416	셔츠 및 기타 의복 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	580		경기도 성남시 분당구 백현동 580	4.11354E+11	경기도 성남시 분당구 판교역로10번길	14		4.11351E+24		경기도 성남시 분당구 판교역로10번길 14	463420	13536				127.1117023	37.38477122
20259111	로마		Q	음식	Q06	양식	Q06A01	정통양식/경양식	I56114	서양식 음식점업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	582	7	경기도 성남시 분당구 백현동 582-7	4.11353E+11	경기도 성남시 분당구 판교역로	4		4.11351E+24		경기도 성남시 분당구 판교역로 4	463420	13536		1		127.1122348	37.38366689
8963695	한살림성남용인소비자생활협동조		D	소매	D01	음/식료품소매	D01A13	청과물소매	G47214	과실 및 채소 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	561		경기도 성남시 분당구 백현동 561	4.11354E+11	경기도 성남시 분당구 판교역로2번길	37		4.11351E+24		경기도 성남시 분당구 판교역로2번길 37	463420	13536		3		127.111719	37.38623109
24529918	웰라미용실		F	생활서비스	F01	이/미용/건강	F01A01	여성미용실	S96112	두발미용업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	545		경기도 성남시 분당구 백현동 545	4.11353E+11	경기도 성남시 분당구 동판교로	122		4.11351E+24	백현마을2단지아파트	경기도 성남시 분당구 동판교로 122	463882	13527		1		127.1196393	37.3926249
17549490	엠쥐스튜디오		F	생활서비스	F06	사진	F06A01	사진관	M73301	인물사진 및 행사용비디오 촬영업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	578	1	경기도 성남시 분당구 백현동 578-1	4.11354E+11	경기도 성남시 분당구 판교역로14번길	16		4.11351E+24		경기도 성남시 분당구 판교역로14번길 16	463420	13536				127.1114077	37.38485912
9087288	LF판교숙녀복합아울렛		D	소매	D05	의복의류	D05A06	맞춤양장/양장점	G47413	남녀용 정장 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	583		경기도 성남시 분당구 백현동 583	4.11354E+11	경기도 성남시 분당구 판교역로2번길	14		4.11351E+24		경기도 성남시 분당구 판교역로2번길 14	463420	13536				127.1127097	37.38457154
9087289	LF판교헤지스종합		D	소매	D05	의복의류	D05A01	일반의류	G47416	셔츠 및 기타 의복 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	578		경기도 성남시 분당구 백현동 578	4.11354E+11	경기도 성남시 분당구 판교역로10번길	17		4.11351E+24		경기도 성남시 분당구 판교역로10번길 17	463420	13536		2		127.1114163	37.38508445
9019210	옐로우		D	소매	D05	의복의류	D05A01	일반의류	G47416	셔츠 및 기타 의복 소매업	41	경기도	41135	성남시 분당구	4113565700	백현동	4113511000	백현동	4.11351E+18	1	대지	579	2	경기도 성남시 분당구 백현동 579-2	4.11354E+11	경기도 성남시 분당구 판교역로50번길	34		4.11351E+24		경기도 성남시 분당구 판교역로50번길 34	463420	13536		3		127.1122403	37.38511767
